f_pois,s_pois,reg_score,priority,office_id,score
4825|4818|5007|5010|5006|5011|25|5012|5005|32|5253|5255|5256,4825|5007|5010|5006|5011|5255|4915|8429,9521.3999999999996,1,329,9989.3999999999996
