f_pois,s_pois,reg_score,priority,office_id,score
32|25|4825|4818|5007|5010|5006|5011|5012|5005|5253|5255|5256,4825|5007|5010|5006|5011|5255|4915|8429,35472.675199567035,1,329,35940.675199567035
